Estado;Cidade;Transportadora;Parça (Sim/Não)
MA;Olinda Nova do Maranhão;MG - DOMINALOG;Não
MA;Palmeirândia;MG - DOMINALOG;Não
MA;Paraibano;MG - DOMINALOG;Não
MA;Passagem Franca;MG - DOMINALOG;Não
MA;Pastos Bons;MG - DOMINALOG;Não
MA;Paulino Neves;MG - DOMINALOG;Não
MA;Paulo Ramos;MG - DOMINALOG;Não
MA;Pedro do Rosário;MG - DOMINALOG;Não
MA;Penalva;MG - DOMINALOG;Não
MA;Peri Mirim;MG - DOMINALOG;Não
MA;Peritoró;MG - DOMINALOG;Não
MA;Pindaré Mirim;MG - DOMINALOG;Não
MA;Pinheiro;MG - DOMINALOG;Não
MA;Pio XII;MG - DOMINALOG;Não
MA;Pirapemas;MG - DOMINALOG;Não
MA;Poção de Pedras;MG - DOMINALOG;Não
MA;Porto Franco;MG - DOMINALOG;Não
MA;Porto Rico do Maranhão;MG - DOMINALOG;Não
MA;Presidente Dutra;MG - DOMINALOG;Não
MA;Presidente Juscelino;MG - DOMINALOG;Não
MA;Presidente Médici;MG - DOMINALOG;Não
MA;Presidente Sarney;MG - DOMINALOG;Não
